SongNumber,Title,ArtistName,AlbumName,Duration
371,"I dont Want to Be Alone Tonight""""",Jauida,Ocean,269.76608
372,"Just A Little Lovin (Will Go A Long Way)""""",Eddy Arnold,Number Ones,166.16444
373,Shameless,All Time Low,"So Wrong_ Its Right""""",221.67465
374,And I Love You So,Brian Dullaghan,Songs For A Wedding - 18 Songs For That Special Day,212.94975
375,"L Envers Du D\xc3\xa9cor""""",Richard Galliano,French Touch,261.74649
376,Quiet Time,Regina Belle,Passion,307.33016
377,Little Sister,Debbie Davies,Round Every Corner,225.67138
378,Song For Mom (LP Version),STEVE CAMP,The Definitive Collection,296.14975
379,All Over Me,Jay Tee & Baby Bash,The Camp Is Back,203.67628
380,I Hate You,The Stolen Minks,High Kicks,56.42404
381,From The Blind (LP Version),Daath,The Hinderers,230.86975
382,Misanthrope,Extasick,Extasick and This Dirty Musick,134.03383
383,Chains Chains (Live In Hammersmith),UFO,The Official Bootleg Box Set,212.61016
384,The Date (Remix By Ana Rago),Avril - Remix By Ana Rago,The Date - Dated Girls Remixes,188.39465
385,As My Fire Flies,Pat Travers,Pat Travers,152.99873
386,We Wish You A Merry Christmas,SNOWPATROL,CHRISTMAS DANCE SENSATION,233.03791
387,B\xc3\xb6se,Die Fantastischen Vier,"Jetzt gehts ab - Jubil\xc3\xa4ums-Edition""""",149.99465
388,Saturday Night Is The Loneliest Night In The Week,Jeanie Lambe & The Danny Moss Quartet,The Blue Noise Session,152.0322
389,A Mi No Me Importa,Nelson Ned,Mis Momentos,200.48934
390,BYOB (Explicit Album Version),Yung Joc,Hustlenomics,193.64526
391,"Le Presbyt\xc3\xa8re na rien perdu de son Charme""""",Philippe Sarde,Le Myst\xc3\xa8re de la Chambre Jaune (Bande Originale du Film),158.82404
392,Ven Morena,Orquesta Arag\xc3\xb3n,10 De Colecci\xc3\xb3n,173.68771
393,Brighton by the Sea,Jason Miles,To Grover_ With Love,269.40036
394,CHAOS INTRO,State of Chaos,Across the nation,176.90077
395,Bloody Pig Pile (Live),Dropkick Murphys,"Live On St. Patricks Day""""",196.72771
396,Hex Breaker,Taint,Secrets & Lies,281.46893
397,The Melting Moon (Edit),VHS Or Beta,The Melting Moon,224.20853
398,Hawaiian Chimes,Leonard Kwan,The Legendary Leonard Kwan : The Complete Early Recordings,170.31791
399,Turn Around,True Believers,In This Place,361.53424
400,"Laccord\xc3\xa9oniste""""","Les Hurlements Dleo""""",13 ans de caravaning,182.04689
401,Tumba Tumba,Charanga Forever,La Charanga Soy Yo,367.43791
402,"Why dont you eat where you slept last night ?""""",Zuzu Bollin,Hot Rhythm & Cool Blues,175.90812
403,Suffocating Under Words Of Sorrow (What Can I Do),Bullet For My Valentine,The Poison,215.53587
404,I\x19m Moving On,The Hit Factory,The Hit Factory,234.70975
405,Deep Night/Softly As In A Morning Sunrise (Medley),Terry Snyder,Ultra-Lounge_ Vol. 17: Bongoland,340.11383
406,Let Me Show You [I Just Want To Make You Smile],Marcus Miller,Suddenly,280.13669
407,Monster For Music,Beatnuts,A Musical Massacre (Explicit),170.52689
408,Complain,Ayo,Joyful,212.71465
409,Daydreaming [Jakwob Remix],Kid Sister,Ultraviolet,277.2371
410,Dansende Foran Speilet,Mons Leidvin Takle,Gyldne \xc3\x98yeblikk,120.92036
411,Ease,Public Image Ltd,Compact Disc,492.30322
412,Everchanging,Rise Against,This Is Noise,260.8322
413,Too much informa,Sizzla,Bien Sobre Mal Vol. 3: Black Rain Riddim,203.96363
414,"Linsidieuse (Live)""""",Richard Galliano,Original Album Classics,309.65506
415,So Hot,Helen Love,Radio Hits,81.97179
416,Youlan_ Lonely Orchid (solo guqin),David Mingyue Liang,The Flowing Waters,757.99465
417,Forbidden Fruit,Pursuit Of Happiness,One Sided Story,196.49261
418,Recorda-Me,Bobby Hutcherson,Jazz for a Summer Night,352.57424
419,Lady Of Your Calibre,Gregory Isaacs,Mr. Cool,221.83138
420,Italian For Goodbye (skit),The Pharcyde,Humboldt Beginnings,11.59791
421,Anti Geroi,Azis,BalkanBeats Volume 2,281.88689
422,Stronger Than Me,Amy Winehouse,Take The Box,256.10404
423,Only For The Young,George Lopez,Tall_ Dark & Chicano,345.23383
424,"Tas 16 ans demain""""",Les Hou-Lops,"Vendredi mobs\xc3\xa8de""""",122.69669
425,Serene,The Cosmosamatics,Zetrons,338.36363
426,So Jah Seh,Jackie Edwards,Roots And Culture Volume 3,256.62649
427,Joy In The Journey (The Final Word Album Version),Michael Card,The Final Word,182.72608
428,Chorinho Pra Ele (Live),Richard Galliano,Original Album Classics,197.17179
429,"Warriors Quest""""",Ensiferum,Victory Songs,291.02975
430,Medley Le\xc3\xafla Chico,Leila Chicot,Zouk Sun-Hit M\xc3\xa9gamix,293.27628
431,The Hustle,The Pharcyde / Big Boy / Schmooche Cat / Randy Mack,Labcabincalifornia,334.78485
432,"Rakkauden satu - Histoire dun Amour -""""",Erkki Junkkarinen,Yst\xc3\xa4v\xc3\xa4n Laulu - 25 Unohtumatonta Laulua,215.82322
433,God Bless You (Goddamn it),A Static Lullaby,Faso Latido,237.42649
434,The Illusionist,Scar Symmetry,Nuclear Blast Showdown 2006,271.5424
435,La Route Est Belle,Oztara,Ensorsoleil,207.51628
436,Urgence,Sonia Dersion,Belles De Zouk,269.87057
437,Pero Me Acuerdo De T\xc3\xad,Christina Aguilera,Mi Reflejo,266.73587
438,Trapped In Reality,Headhunter,Parody Of Life,312.76363
439,Our Darkest Days,Eighteen Visions,Eighteen Visions,172.19873
440,"California Dreamin (LP Version)""""",Baby Huey & The Baby Sitters,The Baby Huey Story: The Living Legend,288.36526
441,Dumb Woman Blues,Elmore James,Dark And Dreary,191.13751
442,Letting You Back In,Rising Lion,American Dread,280.45016
443,Hear Me Lord (2001 Digital Remaster),George Harrison,All Things Must Pass,359.73179
444,"Dont Let Go""""",Weezer,The Green Album,180.97587
445,"U Dont Hear Me Tho (Street Mix)""""",Rodney O & Joe Cooley,Greatest Hits,217.41669
446,Lonely Street,Boots Randolph,"Boots Randolphs Yakety Sax!""""",150.20363
447,Undertow,Jackson United,Harmony And Dissidence,204.93016
448,12 Seasons of Love,The Cosmosamatics,Zetrons,515.97016
449,Courtyard,Bobbie Gentry,The Best of Bobbie Gentry: The Capitol Years,177.57995
450,Have You Ever Seen The Rain,Creedence Clearwater Revived,The Best Of (featuring Johnny Guitar Williamson),257.59302
451,Cry Baby,The Johnny Otis Orchestra,Jukebox Hits 1946-1954,182.15138
452,Interlude,B.A.D.,B.A.D. (Be A Devil),102.03383
453,Terra,Luar Na Lubre,lo mejor de  Luar na Lubre,251.81995
454,Mother,Circular,Divergent,59.89832
455,A La Memoria Del Muerto,Fruko Y Sus Tesos,Soy Como Soy,261.90322
456,"Sayin Dope""""",The Bucketheads,All In The Mind,365.71383
457,"When The World Is Running Down_ You Make The Best Of Whats Still Around""""",The Police,Zenyatta Mondatta,216.42404
458,My Bonnie Lies Over the Ocean,Kinky,The Simple Life: Campfire Songs,101.14567
459,Now You Know,The Real Kids,"Senseless: Live At Cantones_ 1982""""",222.11873
460,"Im Sitting Here Waiting""""",Eddie Boyd,Live In Switzerland,203.36281
461,Korrupted - Remix,Tha Chamba,"Dont Sleep""""",281.75628
462,Sex Objekt,Jack Orsen & Taktlo$$,Direkt Aus Dem Knast (Du Spast),200.51546
463,Rain / Ekoln,Olov Johansson_ Catriona Mckay,Foogy,469.68118
464,Reason With The Beast,Shriekback,Cormorant,113.60608
465,As Diehard As They Come (Album Version),Hatebreed,Supremacy,136.95955
466,No Unexpected Guests,John Frizzell,Ghost Ship,133.19791
467,Walls And Cannonballs (Album),Sister Hazel,Release,195.36934
468,Trouble In The City,J.J. Cale,#8,202.94485
469,Dark Angel,Precious Bryant,The Truth,193.72363
470,Knocked Up,Kings Of Leon,Sex On Fire,466.65098
471,Ven Conmigo/Perdoname (Live),Selena,La Leyenda,388.51873
472,Taste Of Dis (Explicit Version),Brooke Valentine,Chain Letter,261.53751
473,Prvni vesela,Krystof,Rubikon,262.55628
474,"If Youd Only Talk To Me (Bonus Track)""""",Claire Hamill,Touchpaper,205.42649
475,Librado Maldonado,Los Originales De San Juan,Perro Malagradecido,263.6273
476,Crass Commercialism,Black Flag,Everything Went Black,1030.19057
477,Flores Negras,Barbarito Diez,Asi,183.43138
478,Rollercoaster Ride,Aaron Watson,Angels & Outlaws,217.39057
479,Turning Away,Mary Black,Best of 1991-2001 Hidden Harvest,293.92934
480,Metal from Hell...22nd Century,"Satans Host""""",Satanic Grimoire,332.7473
481,The Girl I Find (LP Version),The Impressions,"The Young Mods Forgotten Story""""",159.29424
482,Panda Bear,Owl City,Of June,187.6371
483,Drifting From Town To Town,Bobby Bland,The Original Memphis Blues Brothers,181.49832
484,Negativ Song,Headliners,Das Album zum Film,169.56036
485,The Lords Prayer,Jane Winther,Prayer,145.68444
486,Nubia (LP Version),The Rascals,See,223.89506
487,"Blakes Worried Blues""""",Blind Blake,Blind Blake Vol. 1 (1926 - 1927),186.90567
488,"Youre My World""""",Emilia,"Youre My World""""",174.81098
489,Ojos Gitanos,C\xc3\xb3mplices,Grandes Exitos: Complicidad,307.56526
490,Mira Nina,Emilio,10 Aniversario,165.22404
491,Solamente Una Vez,Nana Caymmi,Sangre De Mi Alma,216.86812
492,Zolte Slonie,Kasia Stankiewicz,Mimikra,304.06485
493,Sahti Waari,Turisas,Battle Metal,146.59873
494,Nina Nina,Ch\xc3\xa9co Feliciano And Joe King,Ketukuba,273.65832
495,Only Do for Love,Cache Cache,Only Do for Love,245.49832
496,Arrival,David Hudson,Primal Elegance One,320.91383
497,Las Murallas De Jeric\xc3\xb3,David Summers,Perdido En El Espacio,321.33179
498,Megatrend,Rummage,thahandclaspinduction,178.12853
499,In The Name of the Father,Adr Lavey,Leviathans Creations,194.45506
500,"I Cant Tame Wild Women""""","Bill Boyds Cowboy Ramblers""""",Saturday Night Rag 1934-36 Volume 1,203.75465
501,A Somber Wind from a Distant Shore (Album),Canis Dirus,A Somber Wind From A Distant Shore,722.20689
502,Little Timmy,Vickie Winans,Share the Laughter,358.71302
503,Erica,Justin,Justin In Love With HK Philharmonic Concert Live,149.49832
504,Marcando El Ritmo Al Caminar,La Portuaria,Rosas Rojas,132.25751
505,To Agalma,Antonis Remos,Antonis Remos Live,140.64281
506,Damisela Encantadora,Percy Faith And His Orchestra,The Golden Age of Light Music: Orchestral Gems in Stereo,152.13669
507,You Are My Memoir,Stars Like Fleas,The Ken Burns Effect,264.51546
508,"Donizetti: Roberto Devereux: Lore trascorrono...""""",Gaetano Donizetti,Roberto Devereux,206.68036
509,Pienso En Ti,Shakira,El Amor En Los Tiempos del Colera (Love In The Time Of Cholera),148.1922
510,"This Time Ill Be Sweeter""""",Maysa,Feel The Fire,230.3473
511,Bus Station Blues (Live),Little Freddie King,Gotta Walk With da King,443.55873
512,Mr. Prime Minister,Ms. Dynamite,Judgement Days,286.32771
513,I Love You And You Love Me,Andy Russell,Andy Russell. Themes Only For Lovers,156.94322
514,A New Hope,Blink-182,Dude Ranch,225.12281
515,Como La Flor (2005 Re-mastering) (Live),Selena,Unforgettable,329.58649
516,Ponto,Kali,Requiem EP,349.83138
517,Great Is Thy Faithfulness,Vickie Winans,Live In Detroit (Expanded Edition),287.03302
518,Party In The Burbs,John Brown,TheBurbsLife,151.27465
519,Compulsory Resurrection,Abysmal Dawn,Programmed to Consume,250.3571
520,Lobotomy,Chaotica,Turbocharger,243.25179
521,The tears I cried,Lara & The Gumbo Lickers,Keep cool,232.85506
522,Party Til The Cows Come Home,Elvin Bishop,"Gettin My Groove Back""""",254.56281
523,"Dont Cry_ Joe""""",Gordon Jenkins,Hit Club_ The Hits 1949,190.48444
524,La Excursion,1. Futurologischer Congress,Patchwork,107.49342
525,Big Balls And Cow Town,Asleep At The Wheel,House Of Blue Lights,251.37587
526,Lie Down And Be Counted (2007 Digital Remaster),Neil Innes,"Lets Make Up And Be Friendly""""",190.74567
527,Your Amazing Grace (feat. Raul Mid\xc3\xb3n),Marcus Miller,A Night In Monte-Carlo (Live),409.05098
528,Into A Swan,Siouxsie,Into A Swan,234.55302
529,To The Stars,Claire Hamill,October,123.71546
530,The Joes Mobilize,Alan Silvestri,G.I. JOE,504.05832
531,I Got To Quit My Baby,Sunnyland Slim,Chicago Blues Festival 1974 With Jimmy Dawkins,147.77424
532,So Unhappy,Byther Smith,Hold That Train,269.7922
533,San Cristobal,Dusminguet,Postrof,199.13098
534,Kashmiri Love Song,Rudolph Valentino,Movie Stars (CD 2),184.73751
535,Marca de Amor N\xc3\xa3o Sai,Sylvia Patricia,Purpurina 37,259.34322
536,Ammonite,Zeromancer,Sinners International,362.31791
537,If I Ruled The World,Regina Belle,Lazy Afternoon,274.80771
538,The Sweep,Two Man Advantage,"Dont Label Us""""",50.83383
539,Wake Me Up When September Ends (Live at Foxboro_ MA 9/3/05),Green Day,Wake Me Up When September Ends,340.79302
540,I Love You,Ayo,Outta Babylon & I Love You,229.25016
541,This Christmas (LP Version),Donny Hathaway,A Classic Soul Christmas,231.18322
542,Curvy Cola Bottle Body,Chico,Curvy Cola Bottle Body,332.01587
543,Volc\xc3\xa1n,KALIMBA,Amar y Querer (Homenaje a Las Grandes Canciones),352.67873
544,Alkohol,SKOLD vs. KMFDM,SKOLD vs. KMFDM,327.88853
545,Heart it Races (Frank Tetaz Remix),Architecture In Helsinki,Heart It Races Remixes,345.75628
546,Very Well,Wailing Souls,The Best of the Wailing Souls,214.38649
547,Village Attack/ The Arrest,Kitaro,Heaven & Earth,81.50159
548,Lesson Learned,Alice In Chains,Black Gives Way To Blue,256.522
549,(I Heard That) Lonesome Whistle,Bobby Darin,The Capitol Years,163.52608
550,Here Comes The Hotstepper,Ini Kamoze,Massive Reggae,248.92036
551,Almost Genuine,9th Wonder featuring Defcon_ Phonte,9th Wonder Presents Dream Merchant Volume 1,289.54077
552,"Cant Shake That Girl""""",The Real Kids,Grown Up Wrong,148.06159
553,What You Deserve (Album Version),Ill Nino,The Best Of Ill Ni\xc3\xb1o,180.50567
554,Es dificil,De La Ghetto,Massacre Musical,280.45016
555,The Sweetest Curse,Baroness,Blue Record,270.52363
556,"Were Back""""",DMX / Eve / Jadakiss,Grand Champ,265.22077
557,Talk Like POP,Melt Banana,Cactuses Come In Flocks,51.61751
558,Fuego Caliente,M.I.K.E.,Fuego Caliente,514.7424
559,Un Tipo Como Yo,Willie Rosario,Back To The Future,281.41669
560,The Thrill Is Gone,Jude Taylor & His Burning Flames,Best of Zydeco,260.46649
561,Slave To The Wage,Placebo,Black Market Music,246.96118
562,Hit The Lights,Metallica,Some Kind Of Monster,252.3424
563,Cancion Para Mi Muerte,Sui Generis,Adios Sui Generis Vol.I,234.52689
564,Have You Seen Her,The Red Telephone,Aviation,273.55383
565,"Dont Tell Me""""",T-Bone,"Dont Look Back""""",229.09342
566,Karuna,Bill Douglas,"Eternitys Sunrise""""",331.07546
567,Lil Mama Getdown,DJ Spinn featuring Traxman,Da Nastier da Better,195.49995
568,Closing Scene,The Radio Dept.,Freddie And The Trojan Horse,256.02567
569,Get It For Free,M\xc3\xb6tley Cr\xc3\xbce,Dr Feelgood Deluxe Edition,254.01424
570,Feelings,Shy FX & T Power,Innovation The Album Mixed By Shy FX,380.44689
571,If You Love Me,Becky Baeling,Becstasy,247.66649
572,Still There For Me,"Keb Mo""""",Suitcase,190.56281
573,Allein,UKW,Ultrakurzwelle,266.762
574,Doctor Of Hearts (Album Version),THE CHIFFONS,"60s Girl Groups""""",166.922
575,La Vida En Rosa,S. Solis y Orquesta,Instrumental Acorde\xc3\xb3n (28 Hits in Accordion),182.20363
576,Crying Time,Commander Cody And His Lost Planet Airmen,Live From Deep In The Heart Of Texas,188.70812
577,You Can Always Come Home,Commissioned,Matters Of The Heart,342.83057
578,Little Bitty Pretty One,Dee Clark,Greatest Hits,141.19138
579,Shooting Stars,Cauterize,So Far From Real,240.43057
580,The Cookie Bakers of the Night,Laurie Berkner,Buzz Buzz,233.45587
581,Whip It,DJ Slugo,DJ Slugo Juke Chronicles Vol. 10,199.20934
582,The Blessing,Joi,Without Zero,333.24363
583,Citizen Of The Planet,Simon & Garfunkel,Old Friends Live On Stage,194.35057
584,Love Me Now (Rockwilder Remix) (Feat. Wyclef And Redman),Beenie Man Featuring Wyclef And Redman,Love Me Now (featuring Wyclef) (International Only),228.04853
585,Something For The Pain,Robben Ford,Blue Moon,298.37016
586,Everyone_ Everywhere_ Everytime,Greater Vision,My Favorite Place,223.76444
587,This Is NOT a Crass Song,Anti-Flag,A New Kind of Army,359.6273
588,Soul Searcher,Joe Lynn Turner,Rescue You,247.7971
589,Skeletons (Live Acoustic Version),Rickie Lee Jones,Naked Songs Live And Acoustic,221.12608
590,Imagination,Hysterie,San Francisco Love House Volume 2,389.642
591,Flashflood,Aesop Rock,Labor Days,234.52689
592,What To Do Crying Waiting Hoping Learning The Game,Bobby Vee,Down The Line,227.05587
593,El ni\xc3\xb1o de la calle,Alfredo Guti\xc3\xa9rrez,Serie Tradicional - Mi Acorde\xc3\xb3n Bohemio  CD 1,130.16771
594,Old Times Sake,Shelby Lynne,Suit Yourself,290.97751
595,Wasted Love,Tora Tora,Before & After,229.8771
596,Eleanor Put Your Boots On,Franz Ferdinand,Eleanor Put Your Boots On,195.13424
597,Ass Attack (Four Tet Remix),Hot Chip,Coming On Strong,181.02812
598,Canta Brasil,Gal Costa,Classic Latino,193.35791
599,Sally In the Garden,Kathy Mattea,Coal,44.64281
600,Steamroller Blues,James Taylor,James Taylor Live,324.85832
601,Heute,Der Moderne Man,Drama_ Spiel und Blut (Das Archiv Teil 1),183.30077
602,A Day In The Life (Album Version),Jeff Beck,Performing this week... At Ronnie Scotts,286.27546
603,Sous la Tour Eiffel,Taboo,Italo Dance Collection_ Vol. 1,301.71383
604,Falling Bombs,BigElf,Hex,298.13506
605,Sometimes,Tanto Metro & Devonte,The Beat Goes On,207.56853
606,"Waahila (Instrumental - Bonus Track)""""",Ray Kane,The Legendary Ray Kane : Old Slack Key,107.7024
607,Drive In Saturday - (Tribute to David Bowie),Ashes to Ashes,A Tribute To David Bowie Vol 1,254.32771
608,My Life Would Suck Without You,Kelly Clarkson,My Life Would Suck Without You,230.63465
609,Bed Crumbs,Fudge Tunnel,In A Word,124.94322
610,"Jlai pas dit""""",Edgar Bori,Fous les canards,264.61995
611,"Im Just Wonderin Part 2""""",Jimmy Witherspoon,Urban Blues Singing Legend 1949-1951,147.69587
612,No More Blues (Chega de Saudade),Eliane Elias,Fantasia,326.42567
613,Wave,Dave Eggar,Angelic Embrace,225.04444
614,"Whatd I Say""""",Donnie Brooks,The Best of Donnie Brooks,174.34077
615,"Ja (Hannos Poppersmonstermix)""""",2raumwohnung,36 Grad Remixe,357.85098
616,Time to come true,SOJA,Peace in a time of war,235.17995
617,"Whatevers Cool With Me (LP Version)""""",Dinosaur Jr.,"Whatevers Cool With Me""""",271.12444
618,Winter (Four Seasons),Ulytau,Two Warriors,233.76934
619,Hallelujah,The Nelons,Something Beautiful,200.202
620,Creeper Kamikaze,The Exies,Inertia,201.87383
621,Error,Babylon Disco,Natsukashii,208.90077
622,Seuraavassa el\xc3\xa4m\xc3\xa4ss\xc3\xa4,Kaija Koo,Lauluja rakkaudesta,227.36934
623,Fausse monnaie,Gus Viseur,Paris Jazz Cafe Vol.3,180.00934
624,Chariots Of Fire,Dino,"Hits Of The 80s""""",245.39383
625,I Live to Be Hated,GG Allin,Suicide Sessions / Anti-Social Personality Disorder: Live,121.70404
626,Siyabonga (Unreleased Bonus Track),Zimbabwe Legit,Instrumentals and Lost Tracks,235.91138
627,The Majesty Of Rock,Spinal Tap,Break Like The Wind,235.41506
628,Blaue Matrosen (live),Der Moderne Man,Drama_ Spiel und Blut (Das Archiv Teil 1),159.55546
629,Strange Thing,Buzzcocks,French,219.19302
630,Journey To Love,Stanley Clarke,The Bass-ic Collection,282.69669
631,Alguna Vez,La Portuaria,Devorador De Corazones,148.00934
632,Rotting Fumes,Hemdale,Rad Jackson,107.57179
633,Revelations,Jesse Malin and The St. Marks Social,Love it to Life,243.722
634,"Its Not Me""""",3 Doors Down,Here Without You,230.42567
635,"Ma Raineys Black Bottom""""",Ma Rainey,Ma Rainey,188.94322
636,I Want It,Zombie Girl,Back From The Dead,260.54485
637,"Story Of An Artist (Dont Be Scared)""""",Daniel Johnston,Welcome to my World,311.53587
638,Sajana (Ft Faheem Mazhar),Niraj Chag,The Lost Souls Bonus EP,262.5824
639,Segredo,Jo\xc3\xa3o Gilberto,Joao Voz E Violato,197.19791
640,Murder One,Bone Thugs-N-Harmony,BTNHRESURRECTION,255.73832
641,I Destructor (Lenny Dee Mix),Ultraviolence,Blown Away,367.41179
